,index,代码,名称,成交额,总市值,换手率,首次封板时间,date,t-1 open,t-1 close,t-1 high,t-1 low,t-1 volume,t+0 open,t+0 close,t+0 high,t+0 low,t+0 volume,t+1 open,t+1 close,t+1 high,t+1 low,t+1 volume
1,1,002313,日海智能,319015296,3788927999.9999995,8.457983016967773,092500,20231107,9.2,9.2,9.2,9.2,17074473.2,10.12,10.12,10.12,9.82,319015302.38,10.43,9.36,10.74,9.34,552150432.83
2,2,600592,龙溪股份,55545707,5214174062.400001,1.065282940864563,092500,20231107,11.86,11.86,11.86,11.86,27773618.0,13.05,13.05,13.05,13.05,55545707.0,14.36,14.36,14.36,14.01,1476168297.0
3,3,000828,东莞控股,79394056,11341130382.72,0.7000550627708435,092500,20231107,9.8,9.92,9.92,9.67,154306702.22,10.91,10.91,10.91,10.91,79394055.62,12.0,12.0,12.0,12.0,122625804.0
4,4,002988,豪美新材,66202891,5458481614.95,1.2135599851608276,092500,20231107,20.6,21.32,21.42,20.31,169328886.51,23.45,23.45,23.45,23.45,66202890.95,25.8,25.8,25.8,25.8,25554151.8
5,5,603266,天龙股份,52699351,8669473432.5,0.6078725457191467,092501,20231107,39.63,39.63,39.63,38.68,308869125.0,43.59,43.59,43.59,43.59,52699351.0,47.95,39.23,47.95,39.23,2442030293.0
6,6,603380,易德龙,153819617,4845823068.0,3.183030843734741,092501,20231107,25.01,27.38,27.38,24.87,272169774.0,30.12,30.12,30.12,30.12,153819617.0,29.22,28.15,29.25,27.72,644809900.0
7,7,603390,通达电气,62483469,4849763619.679999,1.288381814956665,092503,20231107,12.54,12.54,12.54,12.54,93134480.0,13.79,13.79,13.79,13.79,62483469.0,15.17,15.17,15.17,12.69,1013161102.0
8,8,603037,凯众股份,323493504,3197617319.0299997,10.271207809448242,093003,20231107,19.8,21.34,21.34,19.8,210937806.0,23.47,23.47,23.47,22.4,323493508.0,22.9,25.82,25.82,21.38,644311053.0
9,9,603729,龙韵股份,174102215,2326916340.0,7.48527717590332,093007,20231107,21.19,22.66,22.66,19.6,436784102.0,24.93,24.93,24.93,24.4,174102215.0,27.1,27.42,27.42,23.81,818302277.0
10,10,603305,旭升集团,1705422080,21426614746.88,8.075189590454102,093023,20231107,19.32,20.87,20.87,19.32,546801809.0,22.7,22.96,22.96,21.82,1705422078.0,22.5,22.26,22.95,21.4,1052816950.0
11,11,002931,锋龙股份,602681600,3730832371.08,17.928367614746094,093057,20231107,17.03,17.03,17.03,16.33,166756158.2,18.66,18.73,18.73,17.74,602681604.84,18.8,20.6,20.6,18.73,467824268.79
12,12,603667,五洲新春,169382802,6949677113.6,2.8032124042510986,093132,20231107,17.09,17.14,17.39,16.35,321548980.0,17.86,18.85,18.85,17.73,169382802.0,18.62,19.43,20.0,18.5,575898478.0
13,13,600816,建元信托,227512302,37015125442.56,1.164729356765747,093212,20231107,3.23,3.42,3.42,3.22,60536798.0,3.7,3.76,3.76,3.51,227512302.0,3.88,3.71,4.1,3.64,557714155.0
14,14,002055,得润电子,223541893,6504312572.16,3.5880627632141113,093248,20231107,9.66,9.78,9.82,9.63,131530432.74,9.95,10.76,10.76,9.82,223541892.5,11.12,10.46,11.29,10.31,940213194.61
15,15,002222,福晶科技,1707063008,13243950000.0,13.132019996643066,093342,20231107,26.24,28.16,28.16,25.98,767209826.63,29.0,30.98,30.98,28.5,1707063005.62,31.33,34.08,34.08,30.99,2977322534.23
16,16,300951,博硕科技,424652448,8036755199.999999,11.392783164978027,093400,20231107,51.0,55.5,56.0,50.58,256419055.0,59.99,66.6,66.6,59.28,424652442.0,77.88,74.8,77.88,68.92,1083507691.0
17,17,601901,方正证券,2408917744,78369605099.51999,3.1082799434661865,093437,20231107,8.3,8.65,8.65,8.22,1434890790.0,9.13,9.52,9.52,9.05,2408917749.0,9.7,9.09,9.98,8.86,5406899966.0
18,18,600520,文一科技,1444281648,4458220200.0,33.280643463134766,094411,20231107,23.99,25.58,25.58,22.45,1176270392.0,26.98,28.14,28.14,25.8,1444281642.0,27.03,30.95,30.95,26.5,1591160763.0
19,19,002981,朝阳科技,556805344,4466880000.0,14.542574882507324,094603,20231107,46.17,42.3,46.17,39.5,684746912.09,42.4,46.53,46.53,42.4,556805346.05,45.07,41.88,45.07,41.88,526668737.39
20,20,001238,浙江正特,328712272,3140500000.0,37.03785705566406,094606,20231107,25.2,25.95,26.84,24.35,337271630.32,25.83,28.55,28.55,25.5,328712275.7,28.6,27.86,29.55,27.1,506331079.37
21,21,000056,皇庭国际,96444285,4114301648.0,3.23721981048584,094627,20231107,2.96,3.09,3.1,2.96,69362373.0,3.09,3.4,3.4,3.07,96444285.2,3.74,3.74,3.74,3.74,97284180.62
22,22,002712,思美传媒,326256288,3755505724.8,8.937054634094238,095136,20231107,5.87,6.27,6.4,5.87,295478653.1,6.42,6.9,6.9,6.42,326256291.76,7.12,7.58,7.59,6.78,1028201078.58
23,23,300063,天龙集团,2107858208,5790197391.36,46.38532638549805,100330,20231107,5.77,6.4,6.78,5.53,1391346799.0,6.4,7.68,7.68,6.4,2107858203.0,7.18,8.67,9.1,7.14,2301378014.0
24,24,600222,太龙药业,957456128,4103286959.2000003,23.88436508178711,100505,20231107,6.24,6.5,6.65,6.23,411592662.0,6.44,7.15,7.15,6.4,957456129.0,7.3,7.87,7.87,7.18,765379331.0
25,25,603985,恒润股份,1875018896,22117845860.0,8.823188781738281,101020,20231107,43.25,45.61,45.61,42.1,2699498016.0,45.61,50.17,50.17,45.01,1875018901.0,54.92,47.49,54.92,46.32,3563382971.0
26,26,000628,高新发展,2037238768,18625043600.0,20.883228302001953,101136,20231107,45.51,48.06,49.86,43.76,3109056077.74,47.97,52.87,52.87,47.97,2037238775.05,57.8,55.3,58.16,52.87,3819915719.88
27,27,000677,恒天海龙,277058448,3213997981.44,8.97671890258789,101212,20231107,3.23,3.38,3.53,3.21,227348908.16,3.37,3.72,3.72,3.33,277058443.02,3.87,3.68,4.02,3.62,590729868.67
28,28,605255,天普股份,139819060,2542156800.0,5.7504472732543945,101538,20231107,17.1,17.24,17.35,16.81,97958517.0,17.24,18.96,18.96,16.9,139819060.0,20.22,20.86,20.86,20.22,97438567.0
29,29,000829,天音控股,1193084768,10661044492.800001,11.478038787841797,101621,20231107,9.12,9.45,9.5,9.12,323742971.8,9.46,10.4,10.4,9.35,1193084772.35,11.0,11.44,11.44,10.85,753725563.48
30,30,000815,美利云,938257552,9031466889.6,10.670198440551758,103036,20231107,11.34,11.81,11.85,11.34,384207524.75,11.8,12.99,12.99,11.71,938257544.08,13.4,12.92,13.59,12.89,1745674283.09
31,31,300507,苏奥传感,1502352592,6260993693.92,25.994672775268555,103254,20231107,6.52,6.59,6.62,6.51,296657110.0,6.6,7.91,7.91,6.55,1502352597.0,7.71,8.49,8.68,7.7,1799100898.0
32,32,603050,科林电气,244826670,4235305710.9999995,5.94536828994751,103555,20231107,16.55,16.95,17.0,16.4,107139257.0,16.97,18.65,18.65,16.95,244826670.0,19.13,18.32,19.29,18.19,392024064.0
33,33,002229,鸿博股份,2702465760,18643058616.96,15.03276252746582,103721,20231107,32.8,34.01,34.25,32.8,1236060283.21,35.0,37.41,37.41,35.0,2702465767.17,37.4,37.53,38.76,36.51,3497715021.38
34,34,600892,大晟文化,353674576,3373569077.76,10.688215255737305,104738,20231107,5.39,5.48,5.53,5.38,62752196.0,5.5,6.03,6.03,5.46,353674573.0,6.07,6.2,6.33,5.88,577468824.0
35,35,600679,上海凤凰,60877675,4879836604.320001,2.2204911708831787,110026,20231107,8.67,8.61,8.71,8.5,25508781.0,8.61,9.47,9.47,8.55,60877675.0,10.42,10.42,10.42,10.42,82864039.0
36,36,002889,东方嘉盛,877108608,7274599540.000001,19.656658172607422,110451,20231107,29.6,34.27,34.27,29.6,793218664.6,33.83,37.7,37.7,33.8,877108606.46,37.71,33.93,39.65,33.93,1074082480.26
37,37,605218,伟时电子,105377997,3790563922.6,2.891697645187378,111406,20231107,15.79,16.19,16.35,15.79,58215154.0,16.19,17.81,17.81,16.14,105377997.0,19.59,19.59,19.59,19.59,22128864.0
38,38,301202,朗威股份,531957792,5458728000.0,44.25666046142578,112909,20231107,33.31,33.35,33.46,32.89,75758638.0,33.1,40.02,40.02,33.03,531957784.0,39.0,38.18,39.09,37.57,567986137.0
39,39,600692,亚通股份,187873798,2321642822.4,11.42546272277832,130003,20231107,5.9,6.0,6.01,5.87,30901344.0,6.0,6.6,6.6,5.94,187873798.0,6.47,6.32,6.47,6.23,282061662.0
40,40,603726,朗迪集团,208160490,2933288960.0,7.474714756011963,130039,20231107,14.18,14.36,14.45,14.09,151833016.0,14.37,15.8,15.8,14.19,208160490.0,16.08,16.65,17.38,16.0,582929936.0
41,41,002692,远程股份,257704808,3238838460.0,8.350467681884766,130127,20231107,4.1,4.1,4.1,4.09,117598711.0,4.08,4.51,4.51,4.01,257704807.81,4.39,4.96,4.96,4.39,157241601.8
42,42,603220,中贝通信,2492520368,14450394024.960001,18.38838768005371,130338,20231107,37.14,39.05,39.26,36.86,2262971904.0,38.4,42.96,42.96,37.82,2492520367.0,44.85,41.8,44.85,41.21,2752714017.0
43,43,300608,思特奇,716287760,4632246439.68,20.153810501098633,132421,20231107,11.07,11.8,11.95,11.01,379712421.0,11.81,14.16,14.16,11.78,716287755.0,14.86,15.67,16.36,14.66,1392838141.0
44,44,002615,哈尔斯,283659744,4205411445.2799997,11.59438705444336,132748,20231107,8.58,8.19,8.68,7.98,303333389.31,8.14,9.01,9.01,8.0,283659743.69,9.55,8.92,9.55,8.58,471228799.83
45,45,603003,龙宇股份,1366498816,5593964483.2,25.2059326171875,133116,20231107,11.5,12.64,12.64,11.49,755292043.0,12.66,13.9,13.9,12.64,1366498816.0,14.38,15.29,15.29,13.5,1363367473.0
46,46,003015,日久光电,771197296,3440256065.28,26.590171813964844,133642,20231107,10.58,11.13,11.15,10.58,414987355.0,11.46,12.24,12.24,11.28,771197299.67,12.42,12.01,12.47,11.62,750594455.1
47,47,600331,宏达股份,338062240,10342880000.0,3.4473721981048584,133854,20231107,4.63,4.63,4.78,4.61,221370023.0,4.64,5.09,5.09,4.57,338062241.0,5.5,5.46,5.6,5.2,887850365.0
48,48,002682,龙洲股份,1124596592,3795987996.0,31.44390869140625,134318,20231107,5.9,6.14,6.22,5.9,814109553.35,6.08,6.75,6.75,5.98,1124596588.67,6.78,6.95,7.4,6.46,1437513903.59
49,49,000026,飞亚达,244718165,4933368823.68,5.871273517608643,141503,20231107,10.73,10.8,10.81,10.64,32120552.0,10.8,11.88,11.88,10.7,244718164.64,11.84,11.93,12.0,11.52,289229852.92
50,50,300210,森远股份,1510924336,5089151695.5199995,32.12771987915039,141906,20231107,8.4,8.76,8.76,8.1,326212997.0,9.98,10.51,10.51,8.95,1510924328.0,10.19,9.25,10.33,9.14,1256427325.0
51,51,300502,新易盛,4833475584,28119892540.64,21.650285720825195,142133,20231107,32.32,33.01,33.5,31.98,1837570574.0,32.94,39.61,39.61,32.65,4833475542.0,38.0,41.25,41.64,37.8,5486365806.0
52,52,600360,华微电子,489442832,7586332964.8,6.713028907775879,143116,20231107,7.16,7.18,7.22,7.08,177097142.0,7.16,7.9,7.9,7.13,489442838.0,7.61,7.79,7.95,7.5,942140751.0
53,53,600630,龙头股份,1267134560,4427057872.0,30.193307876586914,145040,20231107,8.98,9.47,9.97,8.98,1008355914.0,9.25,10.42,10.42,9.06,1267134562.0,10.1,11.46,11.46,10.01,1230958266.0
54,0,603158,腾龙股份,1774818128,5923947695.84,28.472455978393555,093305,20231107,10.86,11.85,11.85,10.83,833817838.0,12.91,12.07,13.04,12.02,1774818126.0,11.77,13.28,13.28,11.5,1492836548.0
55,1,002845,同兴达,1420020496,6593615962.559999,31.11475944519043,094251,20231107,20.0,19.33,20.94,19.04,1172047814.56,19.05,20.13,21.26,19.04,1420020503.09,19.58,19.16,20.0,19.11,1133555529.29
56,2,603626,科森科技,643446192,4588855085.92,14.030463218688965,094751,20231107,7.58,7.81,7.91,7.58,147215155.0,7.79,8.27,8.59,7.75,643446193.0,8.14,8.06,8.4,7.97,377254927.0
57,3,600418,江淮汽车,6327348736,44095157700.48,14.229477882385254,094927,20231107,18.61,19.3,19.39,18.5,5010244304.0,18.9,20.19,21.23,18.83,6327348679.0,19.9,20.08,20.63,19.72,4330940443.0
58,4,688328,深科达,503952704,2670270438.3,31.23438262939453,094938,20231107,26.85,29.95,30.36,26.85,311843212.0,30.34,32.95,35.94,30.08,503952709.0,32.96,32.86,33.5,31.5,306940326.0
59,5,603598,引力传媒,711392656,2994707222.0,23.217350006103516,095246,20231107,10.36,10.91,11.09,10.08,443449609.0,11.12,11.18,12.0,10.98,711392657.0,10.87,11.53,11.85,10.75,658509754.0
60,6,000676,智度股份,3212881312,11118375760.960001,27.471405029296875,095624,20231107,8.93,8.87,9.2,8.61,2577456081.55,8.71,8.71,9.76,8.68,3212881316.21,8.46,8.94,9.08,8.3,2409901234.22
61,7,603496,恒为科技,1893560512,9603075347.519999,19.869924545288086,101257,20231107,27.4,28.18,28.24,27.04,1027556305.0,28.3,29.99,31.0,28.15,1893560510.0,31.34,31.04,32.26,30.08,2103523473.0
62,8,600159,大龙地产,666244160,3071011958.4,21.740571975708008,110759,20231107,3.15,3.47,3.47,3.12,319416339.0,3.53,3.7,3.82,3.46,666244167.0,3.59,3.65,3.8,3.53,456508547.0
63,9,600619,海立股份,1160817136,8601238499.52,18.16634750366211,111606,20231107,7.05,7.66,7.91,7.05,681897844.0,7.5,7.94,8.43,7.5,1160817135.0,7.9,7.96,8.35,7.8,979264825.0
64,10,688577,浙海德曼,181913307,2925150425.6,6.4624714851379395,130428,20231107,44.67,45.83,45.9,44.5,39065192.0,45.83,54.08,55.0,45.22,181913307.0,53.7,52.85,55.5,51.0,159920028.0
65,11,002993,奥海科技,576969056,12035344000.0,5.718775272369385,132236,20231107,39.1,40.37,41.66,39.1,489160928.46,39.85,43.6,44.41,39.62,576969054.14,44.25,41.09,44.5,40.67,589317145.8
66,12,301312,智立方,334643376,5703235243.02,22.546783447265625,132754,20231107,75.22,78.98,79.97,75.04,91615942.0,80.0,91.14,94.78,78.99,334643370.0,87.99,89.52,91.11,85.8,188751743.0
67,13,603629,利通电子,1321007088,9205924000.0,14.609289169311523,141415,20231107,32.9,33.7,34.21,32.7,738645448.0,33.4,36.13,37.07,32.85,1321007087.0,35.99,34.96,36.0,34.37,842524049.0
68,14,300913,兆龙互连,1038393056,9237306427.44,47.81971740722656,142839,20231107,29.01,30.59,30.59,29.01,533875992.0,30.13,35.78,36.71,29.83,1038393049.0,33.9,34.69,35.39,33.4,832953562.0
69,15,603353,和顺石油,244975489,5153269680.0,4.85709810256958,143254,20231107,27.69,27.65,28.32,27.0,122877758.0,27.5,29.72,30.42,27.28,244975489.0,28.97,28.67,29.54,28.62,137002235.0
0,0,002238,天威视讯,25318869,8499101589.12,0.297900527715683,092500,20231108,9.63,9.63,9.63,9.63,38816247.69,10.59,10.59,10.59,10.59,25318868.52,11.65,11.65,11.65,11.65,33446707.3
1,1,000828,东莞控股,122625804,12474203904.0,0.9830363988876343,092500,20231108,10.91,10.91,10.91,10.91,79394055.62,12.0,12.0,12.0,12.0,122625804.0,12.78,13.2,13.2,12.41,1630251303.15
2,2,000056,皇庭国际,97284181,4525731812.8,2.8782765865325928,092500,20231108,3.09,3.4,3.4,3.07,96444285.2,3.74,3.74,3.74,3.74,97284180.62,4.11,4.11,4.11,4.11,89948541.9
3,3,600679,上海凤凰,82864039,5369366147.5199995,2.655808687210083,092500,20231108,8.61,9.47,9.47,8.55,60877675.0,10.42,10.42,10.42,10.42,82864039.0,11.46,10.92,11.46,10.86,575914303.0
4,4,002988,豪美新材,25554152,6005493631.8,0.42576396465301514,092500,20231108,23.45,23.45,23.45,23.45,66202890.95,25.8,25.8,25.8,25.8,25554151.8,28.38,28.38,28.38,28.38,201706280.82
5,5,002136,安 纳 达,33659990,2627544400.0,1.285550594329834,092500,20231108,11.16,11.11,11.18,11.06,16017110.0,12.22,12.22,12.22,12.22,33659990.0,12.8,12.05,13.11,11.99,302560568.04
6,6,603390,通达电气,1013161104,5335091668.64,20.920198440551758,092501,20231108,13.79,13.79,13.79,13.79,62483469.0,15.17,15.17,15.17,12.69,1013161102.0,13.65,13.65,13.65,13.65,110571825.0
7,7,605218,伟时电子,22128864,4169407481.4,0.5307435989379883,092503,20231108,16.19,17.81,17.81,16.14,105377997.0,19.59,19.59,19.59,19.59,22128864.0,21.55,21.55,21.55,21.55,31556592.0
8,8,600470,六国化工,25749245,2978336000.0,0.8645513653755188,092503,20231108,5.2,5.19,5.23,5.18,25200409.0,5.71,5.71,5.71,5.71,25749245.0,6.28,5.89,6.28,5.88,462809519.0
9,9,605255,天普股份,97438567,2796908800.0,3.5249850749969482,093016,20231108,17.24,18.96,18.96,16.9,139819060.0,20.22,20.86,20.86,20.22,97438567.0,22.95,22.95,22.95,22.95,23638500.0
10,10,600222,太龙药业,765379328,4516485086.56,17.414365768432617,093041,20231108,6.44,7.15,7.15,6.4,957456129.0,7.3,7.87,7.87,7.18,765379331.0,8.04,7.08,8.08,7.08,1267655688.0
11,11,000829,天音控股,753725568,11727148942.08,6.5262770652771,093042,20231108,9.46,10.4,10.4,9.35,1193084772.35,11.0,11.44,11.44,10.85,753725563.48,12.08,11.0,12.36,10.96,1929658363.47
12,12,000892,欢瑞世纪,211997628,4453651379.2,6.662446975708008,093118,20231108,4.25,4.13,4.37,4.08,284314241.35,4.13,4.54,4.54,4.13,211997627.54,4.55,4.26,4.55,4.24,421483362.83
13,13,002692,远程股份,157241602,3562004160.0,4.528293609619141,093127,20231108,4.08,4.51,4.51,4.01,257704807.81,4.39,4.96,4.96,4.39,157241601.8,5.2,4.58,5.46,4.52,414801370.14
14,14,600592,龙溪股份,1476168304,5737589236.48,25.780189514160156,093157,20231108,13.05,13.05,13.05,13.05,55545707.0,14.36,14.36,14.36,14.01,1476168297.0,13.79,12.92,13.87,12.92,1270031750.0
15,15,002657,中科金财,981441328,6995631552.8,14.45994758605957,093230,20231108,18.08,18.7,18.84,17.91,789135677.62,19.55,20.57,20.57,19.55,981441330.93,21.0,20.33,22.44,20.25,2113578319.62
16,16,002931,锋龙股份,467824272,4103318037.6000004,12.994882583618164,093354,20231108,18.66,18.73,18.73,17.74,602681604.84,18.8,20.6,20.6,18.73,467824268.79,21.33,18.54,22.66,18.54,787728558.63
17,17,002693,双成药业,170641663,3395543367.2000003,5.191111087799072,093436,20231108,7.4,7.41,7.5,7.37,90068589.0,7.5,8.15,8.15,7.46,170641663.0,8.1,7.84,8.76,7.8,664432738.99
18,18,000520,凤凰航运,164520183,3420842081.2799997,4.896193504333496,093627,20231108,2.95,3.07,3.12,2.91,90907888.59,3.1,3.38,3.38,3.09,164520182.58,3.61,3.4,3.72,3.4,574601662.09
19,19,301297,富乐德,1014346880,10855551200.0,43.486087799072266,093657,20231108,25.22,26.73,27.3,25.03,542582370.0,26.66,32.08,32.08,26.5,1014346881.0,34.6,38.5,38.5,33.6,1751995695.0
20,20,603003,龙宇股份,1363367472,6153360931.5199995,22.76213836669922,093658,20231108,12.66,13.9,13.9,12.64,1366498816.0,14.38,15.29,15.29,13.5,1363367473.0,14.97,13.76,14.97,13.76,553273590.0
21,21,601928,凤凰传媒,1118769296,28706472000.0,3.969679832458496,093805,20231108,10.17,10.25,10.58,9.9,236080338.0,10.42,11.28,11.28,10.4,1118769293.0,11.45,10.94,12.07,10.85,1536529307.0
22,22,600716,凤凰股份,373502320,3968896910.0800004,9.52165699005127,093839,20231108,3.68,3.85,3.98,3.64,172410115.0,3.98,4.24,4.24,3.97,373502325.0,4.32,4.23,4.66,4.22,785766624.0
23,23,603158,腾龙股份,1492836544,6517814863.36,23.941743850708008,094559,20231108,12.91,12.07,13.04,12.02,1774818126.0,11.77,13.28,13.28,11.5,1492836548.0,13.0,11.95,13.0,11.95,1118987493.0
24,24,603729,龙韵股份,818302272,2559327960.0,32.74353790283203,094844,20231108,24.93,24.93,24.93,24.4,174102215.0,27.1,27.42,27.42,23.81,818302277.0,27.5,24.68,30.16,24.68,1154052940.0
25,25,603779,威龙股份,426262368,3783357858.24,11.56427001953125,095022,20231108,9.65,10.34,10.72,9.6,496573525.0,10.6,11.37,11.37,10.6,426262371.0,11.91,10.23,11.96,10.23,598978655.0
26,26,300364,中文在线,3661538736,19533184124.16,22.614988327026367,095151,20231108,20.58,22.3,22.44,19.8,5266788422.0,22.48,26.76,26.76,22.48,3661538734.0,28.64,27.97,28.96,26.11,5977684719.0
27,27,603533,掌阅科技,1408847248,11073367071.36,13.133369445800781,095439,20231108,24.02,22.94,24.5,22.8,1529051917.0,22.83,25.23,25.23,22.51,1408847246.0,24.5,22.71,24.5,22.71,1255141662.0
28,28,000802,北京文化,277886912,4882439745.92,5.880822658538818,095624,20231108,6.21,6.2,6.26,6.14,75821927.98,6.19,6.82,6.82,6.16,277886913.04,6.78,6.46,6.81,6.36,435990783.21
29,29,605258,协和电子,192438763,2760560000.0,16.67414093017578,101012,20231108,28.55,28.52,28.93,28.46,104949270.0,28.53,31.37,31.37,28.32,192438763.0,33.31,34.51,34.51,32.71,121802211.0
30,30,300047,天源迪科,1532327184,7015191392.0,27.51658058166504,101215,20231108,9.09,9.17,9.29,9.04,440652150.0,9.49,11.0,11.0,9.48,1532327187.0,11.2,10.72,11.84,10.66,2615546863.0
31,31,600805,悦达投资,142754506,4135347250.5600004,3.547351598739624,101324,20231108,4.41,4.42,4.44,4.36,21598014.0,4.5,4.86,4.86,4.47,142754506.0,4.82,4.71,4.82,4.64,234874005.0
32,32,300277,海联讯,441062624,3457200000.0,13.33365249633789,101712,20231108,8.43,8.6,8.62,8.38,59294903.0,8.62,10.32,10.32,8.56,441062622.0,10.75,10.05,11.97,9.98,888292299.0
33,33,600839,四川长虹,6017241088,30374886993.920002,20.28632354736328,102015,20231108,5.8,5.98,5.98,5.72,3529652619.0,6.27,6.58,6.58,6.13,6017241146.0,6.51,6.63,6.87,6.29,6373273062.0
34,34,600565,迪马股份,196248230,4385051066.88,4.607081890106201,103408,20231108,1.6,1.6,1.62,1.58,50868807.0,1.6,1.76,1.76,1.59,196248230.0,1.74,1.69,1.8,1.67,257858164.0
35,35,002222,福晶科技,2977322528,14569200000.0,21.222896575927734,103548,20231108,29.0,30.98,30.98,28.5,1707063005.62,31.33,34.08,34.08,30.99,2977322534.23,35.6,30.98,35.8,30.72,3908407510.19
36,36,000925,众合科技,883453616,5529900956.16,16.737329483032227,103842,20231108,8.8,9.04,9.11,8.6,696424311.15,9.49,9.94,9.94,9.2,883453618.87,10.72,9.32,10.74,9.15,1752605640.83
37,37,688068,热景生物,751311088,4755532199.64,16.386627197265625,104555,20231108,42.62,42.95,43.56,41.72,101735379.0,44.25,51.54,51.54,44.0,751311085.0,53.7,52.9,55.88,52.01,734657929.0
38,38,600962,国投中鲁,127316848,3117676900.0,4.1761298179626465,112538,20231108,10.7,10.81,10.82,10.65,17362258.0,10.8,11.89,11.89,10.75,127316848.0,11.76,11.89,11.98,11.56,161077000.0
39,39,600641,万业企业,997067344,17616824385.6,5.8309526443481445,130002,20231108,16.99,17.21,17.31,16.92,376193384.0,17.2,18.93,18.93,17.16,997067346.0,18.87,18.58,19.07,18.21,1108741286.0
40,40,600860,京城股份,291261280,7033189812.4800005,5.4497151374816895,130014,20231108,11.88,11.79,11.88,11.7,62353194.0,11.81,12.97,12.97,11.61,291261285.0,12.65,12.47,12.83,12.39,292317172.0
41,41,600520,文一科技,1591160768,4903408500.0,34.97294235229492,130554,20231108,26.98,28.14,28.14,25.8,1444281642.0,27.03,30.95,30.95,26.5,1591160763.0,31.95,30.92,34.0,29.89,2176311004.0
42,42,300554,三超新材,471324528,2802752099.58,26.461257934570312,130857,20231108,20.22,20.45,20.59,20.03,85576305.0,20.37,24.54,24.54,20.04,471324531.0,28.56,29.45,29.45,28.0,400752580.0
43,43,002855,捷荣技术,1362644512,8959819637.52,16.042184829711914,131436,20231108,31.7,33.05,33.45,31.6,920621176.33,32.53,36.36,36.36,32.11,1362644505.2,39.0,40.0,40.0,38.55,604116219.0
44,44,603037,凯众股份,644311056,3517787779.18,20.788610458374023,132547,20231108,23.47,23.47,23.47,22.4,323493508.0,22.9,25.82,25.82,21.38,644311053.0,26.66,23.4,28.4,23.25,999592197.0
45,45,002584,西陇科学,472773744,3868280509.76,17.15378189086914,135212,20231108,6.02,6.01,6.05,5.95,99317318.0,6.0,6.61,6.61,5.95,472773742.74,7.27,7.27,7.27,7.27,162948689.5
46,46,600071,凤凰光学,1037162880,7151976755.2,14.800119400024414,135358,20231108,21.8,23.09,23.64,21.68,514480880.0,23.1,25.4,25.4,23.1,1037162879.0,25.99,23.83,27.26,23.56,1190993691.0
47,47,603991,至正股份,85381968,2972455720.2400002,3.0097270011901855,140345,20231108,36.37,36.25,36.46,36.03,8111637.0,36.39,39.88,39.88,36.19,85381968.0,43.0,41.5,43.0,40.12,125222013.0
48,48,603215,比依股份,231740621,3431690820.8100004,18.731752395629883,141638,20231108,16.5,16.54,16.64,16.42,44334681.0,16.45,18.19,18.19,16.45,231740621.0,18.05,18.56,20.01,18.05,508555700.0
49,49,600630,龙头股份,1230958272,4868913936.0,26.527767181396484,143044,20231108,9.25,10.42,10.42,9.06,1267134562.0,10.1,11.46,11.46,10.01,1230958266.0,11.41,10.32,11.41,10.31,1168744884.0
50,50,300429,强力新材,2169553696,9099512226.88,36.258056640625,144357,20231108,14.1,14.72,15.0,14.02,1186851502.0,14.51,17.66,17.66,14.2,2169553698.0,17.59,16.6,18.27,16.26,2351432157.0
51,51,603357,设计总院,279614608,5424632504.8,5.5725789070129395,145053,20231108,8.78,8.79,8.82,8.7,41661225.0,8.79,9.67,9.67,8.75,279614612.0,9.48,9.4,9.87,9.38,355213791.0
52,52,300426,唐德影视,643745584,5848765894.400001,12.07973575592041,145521,20231108,11.8,11.92,12.16,11.5,327238609.0,11.82,14.3,14.3,11.7,643745583.0,13.25,12.79,13.67,12.58,576412364.0
53,0,603266,天龙股份,2442030288,7802327202.499999,28.405107498168945,092500,20231108,43.59,43.59,43.59,43.59,52699351.0,47.95,39.23,47.95,39.23,2442030293.0,35.31,35.31,38.34,35.31,1522375991.0
54,1,000628,高新发展,3819915728,19481084000.0,35.2119140625,093139,20231108,47.97,52.87,52.87,47.97,2037238775.05,57.8,55.3,58.16,52.87,3819915719.88,56.9,57.38,60.39,54.1,3582320201.96
55,2,603726,朗迪集团,582929936,3091092479.9999995,18.70172882080078,093259,20231108,14.37,15.8,15.8,14.19,208160490.0,16.08,16.65,17.38,16.0,582929936.0,16.02,15.44,16.43,15.2,338403184.0
56,3,603297,永新光学,295191072,10209324600.0,2.8831984996795654,093850,20231108,84.88,87.0,87.55,84.3,82171701.0,89.9,91.92,95.7,89.89,295191070.0,92.0,92.2,96.0,91.6,207996207.0
57,4,002370,亚太药业,621503408,2923798288.3199997,21.166730880737305,094054,20231108,4.83,4.8,4.92,4.78,132281627.3,4.78,5.18,5.28,4.74,621503400.43,5.13,4.87,5.15,4.85,577980772.11
58,5,600738,丽尚国潮,595679840,4758345200.0,12.641945838928223,094328,20231108,5.99,5.73,6.19,5.55,211429112.0,5.61,6.25,6.3,5.58,595679845.0,5.81,5.72,5.88,5.63,447808516.0
59,6,603178,圣龙股份,1865360288,8737783121.76,21.125764846801758,094706,20231108,35.34,35.7,36.99,34.64,1369941624.0,34.8,36.96,39.27,34.6,1865360290.0,34.1,38.58,40.66,33.26,2130416967.0
60,7,000756,新华制药,1681377904,15477224166.08,16.87716293334961,095257,20231108,21.1,20.96,21.17,20.85,337258426.14,21.26,22.94,23.06,21.05,1681377905.57,22.3,21.79,22.64,21.72,1021638692.32
